Date,Time,City,State,Shape,Duration,Description
1/1/2014,3:00:00,La Mesa,CA,Formation,15 minutes,Unidentified lights fly in and out of formation high in the night sky over east San Diego.
6/21/2015,20:38:00,La Mirada,CA,Fireball,30 seconds,"Fireball coming from Fullerton area then over La Mirada and then blinking out over La Habra, CA."
7/4/2014,23:00:00,La Mirada,CA,Sphere,2 minutes,"I saw a glowing Red and Yellow Sphere at the inner sections of La Mirada Blvd and Rosecrans, La Mirada CA. ."
6/22/2014,21:03:00,La Mirada,CA,Sphere,4 minutes,"Police helicopter and a low flying, very brightly lite object, flying close together on 22 June over La Mirada, California."
1/1/2015,0:00:00,La Puente,CA,Formation,10 minutes,3 orbs of light flying in slow formation.
11/15/2014,23:00:00,La Puente,CA,Circle,2,The object omitted red and green lights.
6/20/2014,22:30:00,La Puente,CA,Formation,10 minutes,Altitude unknown. Observed a zig-zag formation of 5 red-orange orbs from the NE.Orbs lasted about 10 mins. before fading
6/15/2014,15:04:00,La Puente,CA,Circle,1/2 second,Round silver object in sky caught by my surveillance camera.
5/27/2014,20:50:00,La Puente,CA,Unknown,5+ minutes,Neon light across night sky.
11/7/2015,18:20:00,La Quinta,CA,Light,10 minutes,White light turns really bright then leaves blue light behind. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,La Quinta,CA,Light,8-10 minutes,Light traveling upward expanding spiral cloud greenish-blue radiating glow. ((NUFORC Note: U. S. Navy missile launch. PD))
11/8/2014,18:30:00,La Quinta,CA,Triangle,10-20 seconds,Large black triangle 1 round light in each corner moving silently across evening sky.
3/22/2015,9:35:00,Ladera Ranch,CA,Fireball,8 seconds,"((HOAX??)) Saw something fell out of the sky, straight down. It was green and looked like a flame was coming out of the back."
12/22/2015,18:08:00,Lafayette,CA,Unknown,2 minutes,High altitude dark amber light with a tail moving in a straight line from W to E. ((NUFORC Note: Re-entering space debris. PD))
2/11/2016,7:00:00,Laguna Beach,CA,Fireball,2 seconds,I was looking toward the ocean when I saw a greenish blue ball sailing across the sky. It looked almost like a flare.
11/7/2015,18:05:00,Laguna Beach,CA,Changing,30 minutes,Extremely bright white light came into atmosphere over ocean; object the exploded. ((NUFORC Note: U. S. Navy missile launch. PD))
8/15/2015,20:53:00,Laguna Beach,CA,Cylinder,90 seconds,Above the freeway there was a rotating aircraft in the sky and lights were shinning around on the edges.
4/11/2015,20:00:00,Laguna beach,CA,Oval,5 minutes,Bright orange objects seen in the sky above south Laguna Beach on 4/11/2015.
8/19/2014,2:00:00,Laguna Beach,CA,Light,3 seconds,Green laser beam-like light shooting across the Laguna Beach sky.
7/20/2014,20:45:00,Laguna Beach,CA,Circle,15 minutes,Bright light in sky over ocean moving up and down rapidly...
11/7/2015,18:00:00,Laguna Niguel,CA,Cylinder,15 minutes,the sighting was aprox 1 hour ago and I am still a little startled and excited. ((NUFORC Note: US Navy missile launch. PD))
6/29/2014,15:42:00,Laguna Niguel,CA,Circle,~80 seconds,"UFO facing Flight Plane Pilots towards John Wayne Airport Orange County, CA."
6/18/2014,20:00:00,Laguna Niguel,CA,Fireball,2.5 hours,"Four unmoving orange spheres sighted over Orange County, CA."
5/26/2014,21:05:00,Laguna Woods,CA,Other,~20 seconds,"HUGE bright red lights left & right w/smaller very bright white lights backing them w/bright white central light, horiz. shape."
6/21/2014,14:45:00,Lake Alpine,CA,Cross,30 seconds,Huge Craft on the sky near planes vapor trails.
7/11/2015,10:40:00,Lake Arrowhead,CA,Unknown,Seconds,"10:40 am over San Bernardino Valley, very bright light for an instant, then again seen further E and moving W, then vanished."
7/4/2014,21:31:00,Lake Arrowhead,CA,Light,60 minutes,"Two hundred plus, fast flying, green and some blue light."
7/4/2014,21:30:00,Lake Arrowhead,CA,Light,15 minutes,"Mysterious lights over Lake Arrowhead, California, after July 4 fireworks show."
7/4/2014,21:30:00,Lake Arrowhead,CA,Circle,45 minutes,Maybe 60-100 green objects heading northward across the central portion of the sky and towards the end there where a couple blue ones.
1/24/2016,23:00:00,Lake Elsinore,CA,Unknown,5 minutes,"Craft about the size of a 747, flying less than 1000 feet off the ground, hovering over a small hill near the 15 freeway."
2/6/2015,18:20:00,Lake Elsinore,CA,Teardrop,30 seconds,Strange lights and strange aerenautica manuvering.
1/1/2014,1:30:00,Lake Elsinore,CA,Fireball,10 seconds,Lake Elsinore ufo with blue thrusters.
8/25/2014,20:45:00,Lake Forest,CA,Light,15 minutes,"4 bright, large orange orbs of light in night sky lasting 15 munutes"
6/18/2014,22:30:00,Lake Forest,CA,Disk,15 minute,Two glowing orange crafts bright and low saying hi to south orange county.
8/15/2014,5:00:00,Lake Port,CA,Other,90 minutes,Sunday morning on a clear lake while fishing in my buddies boat we witnessed 2 what a appeared to be upside down tops of light.the uppe
1/27/2015,20:05:00,Lakeport,CA,Fireball,3-4 minutes,"Single bright reddish orange light, silent, hovering, slow moving ascension into clouds"
12/18/2014,20:30:00,Lakeport,CA,Oval,10 minutes,Bright red glowing figure with a bright white diamond shaped light in the middle hovered low while going a slow speed.
5/5/2014,23:00:00,Lakeport,CA,Light,15,"It was approximately 2300 hours, standing outside, no moon, very little street lights, or city lights. We live in a rural area. I was l"
4/10/2016,0:00:00,Lakeside,CA,Sphere,30 seconds,I was watching the sky from my bedroom window and a orange round illuminated object proceeded through the sky from left to right.
4/2/2014,21:00:00,Lakeside,CA,Circle,Still there,In the air and no other planes in sight.
2/14/2016,19:00:00,Lakewood,CA,Unknown,2 minutes,"Orange circular object that traveled at a high rate of speed, slowed to a stop, and then faded away."
11/4/2015,21:00:00,Lakewood,CA,Light,~5 minutes,Blue light with strange maneuvers in the skies of Southern California.
10/10/2015,22:00:00,Lakewood,CA,Fireball,3 minutes,Diamond fire flames slow dancing.
10/9/2015,22:25:00,Lakewood,CA,Fireball,2-3 minutes,Me and my friend were sitting in my car and all of a sudden we saw 5 fireballs going the exact same speed following one another.
12/12/2014,19:25:00,Lakewood,CA,Changing,5 minutes,Red streak moving across the sky.
7/11/2015,5:00:00,Lancaster,CA,Circle,15 minutes,"Round, solid white, high altitude object moving S to NE over Antelope Valley, CA. Non specific side to side motion."
7/6/2015,22:27:00,Lancaster,CA,Triangle,5 minutes,((HOAX??)) Triangular flying aircraft with rainbow colored lights.
1/31/2015,22:00:00,Lancaster,CA,Sphere,several minutes,Orange lights.
12/26/2014,18:42:00,Lancaster,CA,Unknown,,"((HOAX)) Every shape size form there here in Lancaster, California."
11/26/2014,3:00:00,Lancaster,CA,Fireball,45 seconds,Fireball beamed me.
10/28/2014,21:20:00,Lancaster,CA,Flash,2 seconds,Orange flash in lancaster sky.
10/4/2014,20:00:00,Lancaster,CA,Light,3 minutes,"Flying object in the skies of Antelope Valley, California"
7/30/2014,22:30:00,Lancaster,CA,Changing,10 minutes,"Orange-red crescent shaped object in sky, approximately 10 miles west of Lancaster City Park."
7/2/2014,3:00:00,Lancaster,CA,Light,3-5 minutes,Red light got bright ..changed to blue went across sky got bright blue and vanished with a blue trail.
3/24/2014,5:53:00,Lancaster,CA,Triangle,3 minutes,Three Silver Reflective Triangular Shaped Objects Over Lancaster CA Sky With Two Other UFO's
8/13/2015,13:06:00,Lawndale,CA,Light,48 seconds,"Time 1:06pm, I happened to glance out my south facing kitchen window and observed a large strange looking 'cloud' surrounded in wis"
3/23/2014,19:50:00,Lawndale,CA,Flash,1 second,Big flash of light in sky.
10/9/2015,21:00:00,Laytonville,CA,Light,10 minutes,"10/9/15 at 9 pm in western sky near Laytonville, CA, a cluster of flashing red, orange , green and white flights observed."
3/4/2014,20:45:00,Laytonville,CA,Fireball,2 minutes,Northern California: Bright orange light veers through sky then vanishes.
11/7/2015,18:10:00,Lemoore,CA,Unknown,5 minutes,"Bright light through an approaching fog spume, big circle of vapor, then V-cloud. ((NUFORC Note: U. S. Navy missile launch. PD))"
7/29/2014,21:10:00,Lemoore,CA,Triangle,60-90 seconds,Triangle Shaped Object Red w/Green Lights - No Sound
11/27/2014,21:48:00,Lennox,CA,Fireball,36 seconds,((HOAX??)) Three orange fireballs in the sky. They were shifting from side to side at first.
4/12/2014,20:15:00,Lenwood,CA,Other,1 minute,Was driving on I-15 N and saw a bright green object moving rapidly in opposite directions. Was near a small mountain near a few desolat
10/10/2015,20:30:00,Lincoln,CA,Light,10 minutes,"Strange lights changing colors, moving slowly and hovering with no noise."
1/31/2015,21:00:00,Lincoln,CA,Unknown,still going,"Bright object in the night sky, changing from blue to green to red. ((NUFORC Note: Possibly ""Sirius?"" PD))"
4/23/2014,23:15:00,Lincoln,CA,Sphere,25-30 seconds,Low alt. flyover of red turning to blue then back to red sphere. Rapid departure. ((NUFORC Note: Model airplane?? PD))
11/7/2015,18:15:00,Litchfield,CA,Other,10 minutes,"An illuminated ""cloud"" greenish blue overhead and to the west an object at the center of a ""hourglass"" shaped cloud."
2/23/2016,6:45:00,Livermore,CA,Cone,10 seconds,Cone shaped several colors falling fast right in front of moon
6/24/2015,22:10:00,Livermore,CA,Cylinder,30 seconds,"Two craft over Northern California, traveling at a high rate of speed, chasing each other, with no sound."
1/1/2014,0:10:00,Livermore,CA,Light,3-5 minutes,Red Lights/Orbs in formation over downtown Livermore - New Years Eve 2014.
7/11/2014,0:30:00,Livingston,CA,Light,~2 hours,"At least 100 ""moving stars"" moving behind unusual cloud cover with unsual Earth vibrations that set the neighborhood dogs howling."
4/19/2014,16:00:00,Llano,CA,,,Object on the ridgeline cannot be explained.
1/5/2014,5:30:00,Lodi,CA,Rectangle,12 seconds,"Heard an aircraft heading northbound, but, noticed it was moving slow and low over the houses and did not sound like a helicopter or an"
11/25/2015,23:32:00,Loleta,CA,Triangle,30 seconds,It was shocking and caught be off gaurd toi see something in the sky at a low flight zone.
9/17/2015,22:55:00,Loma Linda,CA,Unknown,15 seconds,2 red lit spheres hardly moving.
3/5/2015,13:00:00,Loma Linda,CA,Rectangle,60-90 seconds,Husband and wife witness objects in the daytime sky.
11/7/2015,18:02:00,Lomira,CA,Light,2 minutes,Strange ball of light. ((NUFORC Note: U. S. Navy missile launch. PD))
2/26/2016,UNKNOWN,Lompoc,CA,Light,,Mysterious light activity observed during rocket launch from VAFB
2/11/2016,6:30:00,Lompoc,CA,Cylinder,5 minutes,I SEEN A GREEN FAST MOVING MACHINE WITH A BRIGHT YELLOW LINE FOLLOWING IT. BEFORE I COULD REACH FOR MY CELL PHONE IT DISAPPEARD BEHIND
1/21/2015,20:15:00,Lompoc,CA,Light,4,"Saw one yellow light that dimmed out and then it came back with 2 more, finally a last one came and they faded out one by one."
1/23/2016,21:20:00,Long Beach,CA,Circle,5 minutes,"Large bright orange circle, rapidly ascending from sea level straight up in to the stars."
11/7/2015,18:10:00,Long Beach,CA,Circle,30 seconds +,Brightest light in the western clear sky as big as the moon. ((NUFORC Note: U. S. Navy missile launch. PD))
10/14/2015,8:30:00,Long Beach,CA,Flash,30 minutes,Last night my wife had noticed 3 flashes of lights with 2 consecutive split second flashes within one of each of those flashes. I know
9/30/2015,20:00:00,Long Beach,CA,Light,30 minutes,"High altitude bright white light strobe, multidirectional and stationary."
9/27/2015,20:25:00,Long Beach,CA,Light,20 seconds,"2 blinking blue lights high in sky not moving. Then headed west extremely fast, stopped again then moved west."
8/13/2015,0:30:00,Long Beach,CA,Formation,1 minute,Two strange lights (similar to satellites) following eachother and varying in brightness.
7/11/2015,18:30:00,Long Beach,CA,Unknown,1 minute,A large orange flash light coming from the back ( maybe a propulser?) of an unknow flying object. Flash was then kind of absorbed back
7/1/2015,13:00:00,Long Beach,CA,Oval,10 seconds,7+ UFOs seen on KTLA News 5 weather video
6/27/2015,22:07:00,Long Beach,CA,Circle,3 minutes,"Equilateral triangle of diffuse, stationary white lights off coast."
6/22/2015,20:02:00,Long Beach,CA,Egg,15 minutes,"Double egg shape with gold like mid section. ((NUFORC Note: Image in video looks to us to be a jet aircraft, at mid altitude. PD))"
6/22/2015,20:02:00,Long Beach,CA,,4 minutes,White double egg like shaped object with a gold midsection.
3/20/2015,20:05:00,Long Beach,CA,Circle,6 seconds,Loud military jet precedes 2 fast-moving yellow-orange orbs.
3/4/2015,14:00:00,Long Beach,CA,Rectangle,5 minutes,"A black rectangular object was seen in the NE direction from Long Beach, CA."
10/3/2014,21:00:00,Long Beach,CA,Changing,30 seconds,I observed a bright yellow orange fireball with red tinge traveling from the northeast to the southwest.
8/25/2014,21:00:00,Long Beach,CA,Circle,1 hour,Morphing objects playing with lights over Los Angeles orange county.
6/14/2014,22:30:00,Long Beach,CA,Light,5 minutes,"06/14/14 Strange light, amazing speed, changed locations"
1/4/2014,21:00:00,Long Beach,CA,Light,7:00 minutes,"LONG BEACH, CA.. interacted with a UFO while stargazing and using a Green high output laser beam."
11/7/2015,18:15:00,Long Beach/Los Angles,CA,Unknown,5 minutes,Green/blue flash over the sky of Long Beach/Los Angeles. ((NUFORC Note: U. S. Navy missile launch. PD))
9/27/2015,1:45:00,Loomis,CA,Triangle,30 seconds,I was looking out the kitchen window and my eye caught a huge light flying very low. I continued to watch it and when it flew over the
11/18/2014,19:35:00,Los Alamitos,CA,Unknown,4-5 minutes,"Hovering orange-red object drops small glowing red balls, then changes into asymetrical object."
10/8/2015,6:00:00,Los Alamos,CA,Fireball,2-5 minutes,Weird flame floating over hills on 101 northbound fwy.
3/27/2016,17:00:00,Los Angeles,CA,Sphere,10 seconds,"I was on a flight (American Airline Express) back home from Monterey, CA. At exactly 5:50pm we were flying over what it seemed Inglewoo"
12/24/2015,2:17:00,Los Angeles,CA,Sphere,1 hour,"Rounded-shaped UFO, shining out a very bright light flying in diverse directions, until it kept still, but still visible."
11/23/2015,23:20:00,Los Angeles,CA,Light,10,There were 3 balls of light floating in the sky in the distance. Their colors were alternating quickly between white and red. They woul
11/10/2015,18:30:00,Los Angeles,CA,Light,30,8-10 ufo's seen above Los Angeles.
11/7/2015,18:05:00,Los Angeles,CA,Fireball,3 minutes,"Fireball w/white and green beams of light ,, blowing white smokey mist. ((NUFORC Note: U. S. Navy missile launch. PD))"
11/7/2015,18:00:00,Los Angeles,CA,Light,15 minutes,White light with diffuse blue trail seen from Los Angeles. ((NUFORC Note: U. S. Navy missile launch. PD))
10/24/2015,23:15:00,Los Angeles,CA,Other,5 minutes,Two orange orbs.
9/30/2015,19:51:00,Los Angeles,CA,Light,0.50 second,A single bright light flashed on and off in four different non-linear locations.
9/29/2015,19:51:00,Los Angeles,CA,Light,14 minutes,A single bright light flashed from multiple positions that were not in line about eight times in 16 minutes.
9/27/2015,19:33:00,Los Angeles,CA,Light,1 second,Bright white steady light heading eastward at about 50 degrees elevation about northeast from my house.
9/27/2015,18:00:00,Los Angeles,CA,Teardrop,2 minutes,"9/27/2015 Los Angeles, CA. three minutes silver, verticle cigar shape with side panels heading west"
